"StimID","ItemID","Subject","ItemGrade","PoolGrade","Claim","Target","UseTarget","BlueprintTarget","DOK","AsmtType","ItemType","IRT_A","IRT_B","IRT_C","IRT_Step1","IRT_Step2","IRT_Step3","IRT_Step4","IRT_Step5","IRT_Step6","IRT_Step7","IRT_Step8","Braille","EnemyItem","ExtPool","ShortAnswer","FullWrite","Passage","WriteRevise","Claim2cat","StimMax","StimMin","SpaErrors"
NA,"33254","ELA",7,7,2,"1a","1aE","1a/3a/6aE",3,"CAT","sa",0.49471,2.48753,0,0,1.07619,-1.07619,NA,NA,NA,NA,NA,"BRF","",0,1,0,NA,"WriteBrief","EE",NA,NA,0
NA,"33541","ELA",7,7,2,"9","9","9",1,"CAT","mc",0.425,-0.93543,0,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,NA,NA,0
NA,"33563","ELA",7,7,4,"4","4","4",2,"CAT","ms",0.79639,1.83669,0,0,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,NA,NA,0
NA,"33565","ELA",7,7,2,"9","9","9",1,"CAT","mc",0.25259,-0.31424,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,NA,NA,0
NA,"33657","ELA",7,7,2,"9","9","9",1,"CAT","ms",0.53187,3.16849,0,0,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,NA,NA,0
NA,"33659","ELA",7,7,2,"9","9","9",1,"CAT","mc",0.38524,0.29821,0,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,NA,NA,0
NA,"33693","ELA",7,7,2,"9","9","9",1,"CAT","ms",0.59072,1.83992,0,0,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,NA,NA,0
NA,"33693","ELA",7,8,2,"9","9","9",1,"CAT","ms",0.59072,1.83992,0,0,NA,NA,NA,NA,NA,NA,NA,"","",1,0,0,NA,NA,NA,NA,NA,0
NA,"33695","ELA",7,7,2,"9","9","9",1,"CAT","mc",0.72142,-1.68376,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,NA,NA,0
NA,"22510","ELA",11,11,4,"2","2","2",2,"CAT","ms",0.31014,4.44366,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,NA,NA,0
NA,"22512","ELA",11,11,4,"2","2","2",2,"CAT","htq",0.44389,2.255,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,NA,NA,0
NA,"22514","ELA",11,11,4,"2","2","2",2,"CAT","ms",0.43517,3.12482,0,0,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,NA,NA,0
NA,"33786","ELA",7,6,2,"9","9","9",1,"CAT","htq",0.62681,0.85605,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","",1,0,0,NA,NA,NA,NA,NA,0
NA,"33786","ELA",7,7,2,"9","9","9",1,"CAT","htq",0.62681,0.85605,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,NA,NA,0
NA,"34002","ELA",7,7,2,"6a","6aO","1a/3a/6aO",3,"CAT","sa",0.48332,1.54298,0,0,1.83095,-1.83095,NA,NA,NA,NA,NA,"BRF","",0,1,0,NA,"WriteBrief","OP",NA,NA,0
NA,"34975","ELA",7,7,2,"8","8","8",1,"CAT","ms",0.64738,1.07367,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,NA,NA,0
NA,"37301","ELA",5,5,4,"2","2","2",2,"CAT","mc",0.60161,-0.57359,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,NA,NA,0
NA,"37303","ELA",5,5,4,"2","2","2",2,"CAT","mc",0.45305,0.33113,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,NA,NA,0
NA,"34977","ELA",7,8,2,"8","8","8",2,"CAT","ms",0.51584,1.31232,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","",1,0,0,NA,NA,NA,NA,NA,0
NA,"35004","ELA",7,7,2,"9","9","9",1,"CAT","ms",0.43498,3.66005,0,0,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,NA,NA,0
NA,"35058","ELA",7,7,2,"8","8","8",1,"CAT","mc",0.50688,-0.15442,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,NA,NA,0
NA,"35064","ELA",7,7,2,"8","8","8",2,"CAT","mc",0.55284,0.70483,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,NA,NA,0
NA,"35066","ELA",7,7,2,"8","8","8",1,"CAT","mc",0.41822,2.08888,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,NA,NA,0
NA,"35115","ELA",7,7,4,"2","2","2",2,"CAT","htq",0.71874,1.62138,0,0,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,NA,NA,0
NA,"30476","ELA",4,4,2,"3b","3bE","1b/3b/6bE",2,"CAT","mc",0.30158,-0.04774,0,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,"ReviseBrief","EE",NA,NA,0
NA,"30478","ELA",4,4,2,"3b","3bE","1b/3b/6bE",2,"CAT","mc",1.04871,-1.34145,0,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,"ReviseBrief","EE",NA,NA,0
NA,"25242","ELA",6,6,2,"9","9","9",1,"CAT","ms",0.36514,3.54524,0,0,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,NA,NA,0
NA,"25267","ELA",6,6,2,"9","9","9",1,"CAT","ms",0.35306,2.59426,0,0,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,NA,NA,0
NA,"49998","ELA",3,3,4,"2","2","2",2,"CAT","ms",1.01424,-0.95919,0,0,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,NA,NA,0
NA,"50000","ELA",3,3,4,"2","2","2",2,"CAT","ms",0.85878,-0.51886,0,0,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,NA,NA,0
NA,"50002","ELA",3,3,4,"2","2","2",2,"CAT","ms",0.95803,-0.58571,0,0,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,NA,NA,0
NA,"50486","ELA",3,3,4,"2","2","2",2,"CAT","mc",0.4282,-0.06984,0,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,NA,NA,0
NA,"50488","ELA",3,3,4,"2","2","2",2,"CAT","mc",0.26491,-0.58247,0,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,NA,NA,0
NA,"50573","ELA",3,3,4,"2","2","2",2,"CAT","mc",0.48241,-1.23705,0,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,NA,NA,0
NA,"30674","ELA",4,4,2,"8","8","8",1,"CAT","htq",0.44159,1.63423,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,NA,NA,0
NA,"41432","ELA",5,5,2,"9","9","9",1,"CAT","htq",0.27592,2.57997,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,NA,NA,0
NA,"41434","ELA",5,5,2,"8","8","8",1,"CAT","htq",0.63261,-0.84879,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,NA,NA,0
NA,"41436","ELA",5,5,2,"8","8","8",1,"CAT","ms",0.38421,0.46088,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,NA,NA,0
NA,"41438","ELA",5,5,2,"8","8","8",1,"CAT","ms",0.75798,0.56257,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,NA,NA,0
NA,"41440","ELA",5,5,2,"8","8","8",1,"CAT","htq",0.92411,-1.28152,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,NA,NA,0
NA,"41442","ELA",5,5,2,"8","8","8",1,"CAT","ms",0.6138,1.44952,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,NA,NA,0
NA,"41444","ELA",5,5,2,"8","8","8",1,"CAT","ms",0.96127,-0.63697,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,NA,NA,0
NA,"41446","ELA",5,5,2,"8","8","8",1,"CAT","htq",0.27163,0.97702,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,NA,NA,0
NA,"41448","ELA",5,5,2,"8","8","8",1,"CAT","ms",0.8085,-0.10523,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,NA,NA,0
NA,"41654","ELA",5,5,2,"8","8","8",2,"CAT","mc",0.40889,-0.34735,0,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,NA,NA,0
NA,"41654","ELA",5,4,2,"8","8","8",2,"CAT","mc",0.40889,-0.34735,0,NA,NA,NA,NA,NA,NA,NA,NA,"","",1,0,0,NA,NA,NA,NA,NA,0
NA,"51766","ELA",3,3,4,"4","4","4",2,"CAT","ms",0.77714,0.74881,0,0,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,NA,NA,0
NA,"41660","ELA",5,5,2,"8","8","8",1,"CAT","mc",0.31131,0.56249,0,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,NA,NA,0
NA,"41674","ELA",5,5,2,"8","8","8",2,"CAT","ms",0.34578,4.95388,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,NA,NA,0
NA,"41678","ELA",5,6,2,"9","9","9",1,"CAT","mc",0.60356,-1.10198,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",1,0,0,NA,NA,NA,NA,NA,0
NA,"41678","ELA",5,5,2,"9","9","9",1,"CAT","mc",0.60356,-1.10198,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,NA,NA,0
NA,"41680","ELA",5,5,2,"9","9","9",1,"CAT","mc",0.34787,0.22138,0,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,NA,NA,0
NA,"41682","ELA",5,5,2,"9","9","9",1,"CAT","ms",0.67439,0.60852,0,0,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,NA,NA,0
NA,"41684","ELA",5,5,2,"9","9","9",1,"CAT","ms",0.73797,0.38406,0,0,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,NA,NA,0
NA,"41686","ELA",5,5,2,"9","9","9",1,"CAT","ms",0.65014,0.95669,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,NA,NA,0
NA,"58629","ELA",11,11,2,"9","9","9",1,"CAT","ms",0.32237,4.53811,0,0,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,NA,NA,0
NA,"58635","ELA",11,11,2,"9","9","9",1,"CAT","mc",0.32141,0.43136,0,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,NA,NA,0
NA,"32040","ELA",4,4,2,"9","9","9",1,"CAT","htq",0.33887,0.28737,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,NA,NA,0
NA,"32052","ELA",4,4,2,"9","9","9",1,"CAT","htq",0.16587,2.93516,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,NA,NA,0
NA,"32060","ELA",4,4,2,"9","9","9",1,"CAT","htq",0.64198,-0.37819,0,0,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,NA,NA,0
NA,"13184","ELA",8,8,4,"2","2","2",2,"CAT","mc",0.45706,0.51986,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,NA,NA,0
NA,"13194","ELA",8,8,4,"2","2","2",2,"CAT","htq",0.19685,1.51234,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,NA,NA,0
NA,"26371","ELA",11,11,4,"3","3","3",2,"CAT","mc",0.57918,0.98665,0,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,NA,NA,0
NA,"26373","ELA",11,11,4,"3","3","3",2,"CAT","mc",0.71765,1.03457,0,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,NA,NA,0
NA,"32336","ELA",4,4,4,"2","2","2",2,"CAT","mc",0.45298,-1.02877,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,NA,NA,0
NA,"58847","ELA",11,11,2,"9","9","9",1,"CAT","ms",0.4323,2.47833,0,0,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,NA,NA,0
NA,"58847","ELA",11,8,2,"9","9","9",1,"CAT","ms",0.4323,2.47833,0,0,NA,NA,NA,NA,NA,NA,NA,"","",1,0,0,NA,NA,NA,NA,NA,0
NA,"32340","ELA",4,4,4,"3","3","3",2,"CAT","mc",0.77596,-0.6076,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,NA,NA,0
NA,"32346","ELA",4,4,4,"2","2","2",2,"CAT","ms",0.46775,0.98337,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,NA,NA,0
NA,"58947","ELA",11,11,2,"3a","3aO","1a/3a/6aO",3,"CAT","sa",0.70986,1.74663,0,0,1.408,-1.408,NA,NA,NA,NA,NA,"","",0,1,0,NA,"WriteBrief","OP",NA,NA,0
NA,"42493","ELA",5,5,2,"8","8","8",1,"CAT","mc",0.46238,1.10168,0,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,NA,NA,0
NA,"42495","ELA",5,5,2,"8","8","8",1,"CAT","ms",0.50432,2.40675,0,0,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,NA,NA,0
NA,"58964","ELA",11,11,2,"6a","6aO","1a/3a/6aO",3,"CAT","sa",0.52219,1.89691,0,0,1.13511,-1.13511,NA,NA,NA,NA,NA,"","",0,1,0,NA,"WriteBrief","OP",NA,NA,0
NA,"26530","ELA",11,11,4,"2","2","2",2,"CAT","htq",0.57424,1.19979,0,0,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,NA,NA,0
NA,"58972","ELA",11,11,2,"6a","6aE","1a/3a/6aE",3,"CAT","sa",0.41976,1.88557,0,0,1.02784,-1.02784,NA,NA,NA,NA,NA,"","",0,1,0,NA,"WriteBrief","EE",NA,NA,0
NA,"58974","ELA",11,11,2,"6a","6aE","1a/3a/6aE",3,"CAT","sa",0.66365,0.55457,0,0,0.56646,-0.56646,NA,NA,NA,NA,NA,"","",0,1,0,NA,"WriteBrief","EE",NA,NA,0
NA,"58976","ELA",11,11,2,"6a","6aE","1a/3a/6aE",3,"CAT","sa",0.72964,1.10448,0,0,0.83765,-0.83765,NA,NA,NA,NA,NA,"","",0,1,0,NA,"WriteBrief","EE",NA,NA,0
NA,"15389","ELA",8,7,4,"2","2","2",2,"CAT","htq",0.61895,0.70131,0,0,NA,NA,NA,NA,NA,NA,NA,"","",1,0,0,NA,NA,NA,NA,NA,0
NA,"37219","ELA",7,7,2,"9","9","9",1,"CAT","mc",0.20578,1.11454,0,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,NA,NA,0
NA,"59004","ELA",11,11,2,"6b","6bO","1b/3b/6bO",2,"CAT","ms",0.50307,2.18649,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,"ReviseBrief","OP",NA,NA,0
NA,"59006","ELA",11,11,2,"6b","6bE","1b/3b/6bE",2,"CAT","ms",0.57244,0.89119,0,0,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,"ReviseBrief","EE",NA,NA,0
NA,"30963","ELA",6,6,4,"2","2","2",2,"CAT","mc",0.59918,-0.34499,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,NA,NA,0
NA,"59014","ELA",11,11,2,"6b","6bO","1b/3b/6bO",2,"CAT","ms",0.42526,2.11164,0,0,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,"ReviseBrief","OP",NA,NA,0
NA,"59016","ELA",11,11,2,"6b","6bE","1b/3b/6bE",2,"CAT","htq",0.60458,-0.28845,0,0,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,"ReviseBrief","EE",NA,NA,0
NA,"59018","ELA",11,11,2,"6b","6bE","1b/3b/6bE",2,"CAT","htq",0.54076,1.13735,0,0,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,"ReviseBrief","EE",NA,NA,0
NA,"59020","ELA",11,11,2,"6b","6bE","1b/3b/6bE",2,"CAT","htq",0.41344,2.61677,0,0,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,"ReviseBrief","EE",NA,NA,0
NA,"59022","ELA",11,11,2,"6b","6bE","1b/3b/6bE",2,"CAT","htq",0.37356,0.53437,0,0,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,"ReviseBrief","EE",NA,NA,0
NA,"59024","ELA",11,11,2,"6b","6bE","1b/3b/6bE",2,"CAT","htq",0.78747,1.34772,0,0,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,"ReviseBrief","EE",NA,NA,0
NA,"59026","ELA",11,11,2,"6b","6bE","1b/3b/6bE",2,"CAT","ms",0.6553,0.57174,0,0,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,"ReviseBrief","EE",NA,NA,0
NA,"59187","ELA",11,11,2,"1a","1aO","1a/3a/6aO",3,"CAT","sa",0.55301,0.33976,0,0,1.12144,-1.12144,NA,NA,NA,NA,NA,"","",0,1,0,NA,"WriteBrief","OP",NA,NA,0
NA,"59191","ELA",11,11,2,"3a","3aO","1a/3a/6aO",3,"CAT","sa",0.66121,1.70679,0,0,1.41576,-1.41576,NA,NA,NA,NA,NA,"","",0,1,0,NA,"WriteBrief","OP",NA,NA,0
NA,"60303","ELA",11,11,2,"6b","6bO","1b/3b/6bO",2,"CAT","htq",0.40362,3.65555,0,0,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,"ReviseBrief","OP",NA,NA,0
NA,"60303","ELA",11,8,2,"6b","6bO","1b/3b/6bO",2,"CAT","htq",0.40362,3.65555,0,0,NA,NA,NA,NA,NA,NA,NA,"","",1,0,0,NA,"ReviseBrief","OP",NA,NA,0
NA,"60383","ELA",11,11,2,"1b","1bE","1b/3b/6bE",2,"CAT","mc",0.52889,0.436,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,"ReviseBrief","EE",NA,NA,0
NA,"60387","ELA",11,11,2,"6b","6bE","1b/3b/6bE",2,"CAT","mc",0.42036,-0.28502,0,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,"ReviseBrief","EE",NA,NA,0
NA,"60389","ELA",11,11,2,"9","9","9",1,"CAT","mc",0.32769,2.01034,0,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,NA,NA,0
NA,"60393","ELA",11,11,2,"3b","3bE","1b/3b/6bE",2,"CAT","mc",0.42496,0.18495,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,"ReviseBrief","EE",NA,NA,0
NA,"60399","ELA",11,11,2,"9","9","9",1,"CAT","mc",0.40883,-0.37451,0,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,NA,NA,0
NA,"60437","ELA",11,11,2,"1b","1bO","1b/3b/6bO",2,"CAT","mc",0.67892,-0.85285,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,"ReviseBrief","OP",NA,NA,0
NA,"43775","ELA",5,5,4,"2","2","2",2,"CAT","mc",0.52567,0.9911,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,NA,NA,0
NA,"43780","ELA",5,5,4,"2","2","2",2,"CAT","mc",0.62147,0.33917,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,NA,NA,0
NA,"43780","ELA",5,4,4,"2","2","2",2,"CAT","mc",0.62147,0.33917,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",1,0,0,NA,NA,NA,NA,NA,0
NA,"43784","ELA",5,5,4,"2","2","2",2,"CAT","mc",0.71237,-0.86721,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,NA,NA,0
NA,"43786","ELA",5,5,4,"2","2","2",2,"CAT","mc",0.91932,-0.95195,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,NA,NA,0
NA,"43788","ELA",5,5,4,"2","2","2",2,"CAT","mc",0.73312,-0.82031,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,NA,NA,0
NA,"43790","ELA",5,5,4,"2","2","2",2,"CAT","mc",0.47287,0.00891,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,NA,NA,0
NA,"43793","ELA",5,5,4,"2","2","2",2,"CAT","mc",0.49353,0.82112,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,NA,NA,0
NA,"43793","ELA",5,4,4,"2","2","2",2,"CAT","mc",0.49353,0.82112,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",1,0,0,NA,NA,NA,NA,NA,0
NA,"43795","ELA",5,5,4,"2","2","2",2,"CAT","mc",0.84552,-1.17291,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,NA,NA,0
NA,"43795","ELA",5,4,4,"2","2","2",2,"CAT","mc",0.84552,-1.17291,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",1,0,0,NA,NA,NA,NA,NA,0
NA,"43797","ELA",5,5,4,"2","2","2",2,"CAT","mc",0.49106,0.51852,0,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,NA,NA,0
NA,"43799","ELA",5,5,4,"2","2","2",2,"CAT","mc",0.68029,-0.68814,0,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,NA,NA,0
NA,"43801","ELA",5,5,4,"2","2","2",2,"CAT","mc",0.75511,-0.65796,0,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,NA,NA,0
NA,"43801","ELA",5,6,4,"2","2","2",2,"CAT","mc",0.75511,-0.65796,0,NA,NA,NA,NA,NA,NA,NA,NA,"","",1,0,0,NA,NA,NA,NA,NA,0
NA,"43804","ELA",5,6,4,"2","2","2",2,"CAT","ms",0.53492,1.59327,0,0,NA,NA,NA,NA,NA,NA,NA,"","",1,0,0,NA,NA,NA,NA,NA,0
NA,"43804","ELA",5,5,4,"2","2","2",2,"CAT","ms",0.53492,1.59327,0,0,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,NA,NA,0
NA,"43806","ELA",5,4,4,"2","2","2",2,"CAT","ms",0.86199,0.73368,0,0,NA,NA,NA,NA,NA,NA,NA,"","",1,0,0,NA,NA,NA,NA,NA,0
NA,"43806","ELA",5,5,4,"2","2","2",2,"CAT","ms",0.86199,0.73368,0,0,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,NA,NA,0
NA,"43808","ELA",5,5,4,"2","2","2",2,"CAT","ms",0.84382,0.94534,0,0,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,NA,NA,0
NA,"43808","ELA",5,6,4,"2","2","2",2,"CAT","ms",0.84382,0.94534,0,0,NA,NA,NA,NA,NA,NA,NA,"","",1,0,0,NA,NA,NA,NA,NA,0
NA,"27759","ELA",11,11,4,"2","2","2",2,"CAT","htq",0.58799,1.41798,0,0,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,NA,NA,0
NA,"27763","ELA",11,11,4,"2","2","2",2,"CAT","mc",0.38151,0.41532,0,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,NA,NA,0
NA,"27769","ELA",11,11,4,"2","2","2",2,"CAT","mc",0.24154,0.99717,0,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,NA,NA,0
NA,"27771","ELA",11,11,4,"2","2","2",2,"CAT","mc",0.3815,0.77077,0,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,NA,NA,0
NA,"63540","ELA",4,4,4,"3","3","3",2,"CAT","ms",0.70704,0.5369,0,0,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,NA,NA,0
NA,"33661","ELA",6,6,2,"9","9","9",1,"CAT","mc",0.3544,0.26919,0,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,NA,NA,0
NA,"61047","ELA",11,11,2,"1a","1aO","1a/3a/6aO",3,"CAT","sa",0.64061,1.74706,0,0,1.05351,-1.05351,NA,NA,NA,NA,NA,"","",0,1,0,NA,"WriteBrief","OP",NA,NA,0
NA,"27849","ELA",11,11,4,"3","3","3",2,"CAT","mc",0.58502,1.81351,0,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,NA,NA,0
NA,"27851","ELA",11,11,4,"3","3","3",2,"CAT","mc",0.23349,1.35893,0,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,NA,NA,0
NA,"27853","ELA",11,11,4,"3","3","3",2,"CAT","ms",0.43388,3.41171,0,0,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,NA,NA,0
NA,"27881","ELA",11,11,4,"4","4","4",2,"CAT","mc",0.27264,1.13192,0,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,NA,NA,0
NA,"61184","ELA",11,11,2,"6b","6bO","1b/3b/6bO",2,"CAT","mc",0.45379,0.61296,0,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,"ReviseBrief","OP",NA,NA,0
NA,"61597","ELA",11,11,2,"6b","6bE","1b/3b/6bE",2,"CAT","htq",0.35072,1.40853,0,0,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,"ReviseBrief","EE",NA,NA,0
NA,"61623","ELA",11,11,2,"6b","6bO","1b/3b/6bO",2,"CAT","mc",0.30522,0.2291,0,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,"ReviseBrief","OP",NA,NA,0
NA,"61627","ELA",11,11,2,"6b","6bO","1b/3b/6bO",2,"CAT","mc",0.39527,-0.13794,0,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,"ReviseBrief","OP",NA,NA,0
NA,"61629","ELA",11,11,2,"6b","6bO","1b/3b/6bO",2,"CAT","mc",0.45905,0.50521,0,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,"ReviseBrief","OP",NA,NA,0
